162.43	29.543632	91.383211	91.450667	1953.555588	3.729341	143798.679998	MECO
515.001	305.398438	146.239467	153.383228	1627.272594	0.953588	64998.679998	Brake_Burn...
552.001	321.228942	110.261239	118.208106	368.633742	4.782707	38802.679998	Brake_Burn_X
628.001	328.303630	56.196913	64.567104	1075.611179	0.976075	38802.679998	Landing_Burn...
726.728	330.496132	-8.568322	0.000098	2.495051	1.581215	20949.369499	Landing_Burn_X
